PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
2414,544,Valley Bicycle Specialists,US,SO59058,2/6/2004 0:00,37209.6
2415,163,Sports Merchandise,US,SO59059,2/6/2004 0:00,25137.276
2416,470,Wingtip Toys,US,SO59060,2/6/2004 0:00,923.388
2417,438,Remarkable Bike Store,US,SO59061,2/6/2004 0:00,7385.9655
2418,235,Certified Bicycle Supply,US,SO59065,2/6/2004 0:00,1644.942
2419,55,Kickstands and Accessories Company,US,SO59066,2/6/2004 0:00,24889.164
2420,490,Extraordinary Bike Works,US,SO59068,2/6/2004 0:00,68642.7232
2421,602,Ultimate Bike Shop,US,SO59069,2/6/2004 0:00,323.994
2422,170,Excellent Riding Supplies,US,SO59071,2/6/2004 0:00,56123.088
2423,54,Larger Cycle Shop,US,SO59074,2/6/2004 0:00,36759.7219
2424,179,Fourth Bike Store,US,SO59075,2/6/2004 0:00,35547.01
2425,98,Superlative Bikes,US,SO59076,2/6/2004 0:00,4331.352
2426,622,Gift and Toy Store,US,SO61174,3/8/2004 0:00,6899.304
2427,113,Trendy Department Stores,US,SO59054,2/6/2004 0:00,1558.242
2428,125,Immediate Repair Shop,US,SO61181,3/8/2004 0:00,30500.112
2429,398,Commendable Bikes,US,SO61183,3/8/2004 0:00,32.394
2430,599,Westside Plaza,US,SO61184,3/8/2004 0:00,94588.389
2431,560,Major Sport Suppliers,US,SO61185,3/8/2004 0:00,461.694
2432,305,Professional Sporting Goods,US,SO61191,3/8/2004 0:00,602.346
2433,252,Classic Cycle Store,US,SO61192,3/8/2004 0:00,2783.988
2434,4,Modular Cycle Systems,US,SO61193,3/8/2004 0:00,56182.3464
2435,200,Basic Bike Company,US,SO61187,3/8/2004 0:00,65.988
2436,670,First Bike Store,US,SO61189,3/8/2004 0:00,61946.28
2437,510,World Bike Discount Store,US,SO61178,3/8/2004 0:00,2689.176
2438,414,Grand Discount Store,US,SO61239,3/8/2004 0:00,18775.686
2439,660,Exhilarating Cycles,US,SO61240,3/8/2004 0:00,13815.148
2440,292,Grease and Oil Products Company,US,SO61247,3/8/2004 0:00,3263.346
2441,110,Vintage Sport Boutique,US,SO61244,3/8/2004 0:00,54955.896
2442,387,Racing Association,US,SO61233,3/8/2004 0:00,24.294
2443,17,Trusted Catalog Store,US,SO61223,3/8/2004 0:00,1544.97
2444,618,Seventh Bike Store,US,SO61224,3/8/2004 0:00,35379.504
2445,530,Valuable Bike Parts Company,US,SO61230,3/8/2004 0:00,26580.261
2446,290,Friendly Bike Shop,US,SO61195,3/8/2004 0:00,40282.7006
2447,440,Hobby Store,US,SO61205,3/8/2004 0:00,377.946
2448,578,The Bike Shop,US,SO61207,3/8/2004 0:00,2186.754
2449,205,Rally Master Company Inc,US,SO61200,3/8/2004 0:00,71035.5786
2450,183,This Area Sporting Goods,US,SO61201,3/8/2004 0:00,1880.922
2451,380,First Department Stores,US,SO61202,3/8/2004 0:00,4424.94
2452,494,Worthwhile Activity Store,US,SO61217,3/8/2004 0:00,24995.3835
2453,475,Real Sporting Goods,US,SO61218,3/8/2004 0:00,41798.5224
2454,383,Vehicle Shop,US,SO61220,3/8/2004 0:00,108.564
2455,220,Best o' Bikes,US,SO61221,3/8/2004 0:00,4443.726
2456,594,Casual Bicycle Store,US,SO61209,3/8/2004 0:00,28194.27
2457,523,Futuristic Sport Distributors,US,SO61210,3/8/2004 0:00,14812.4122
2458,437,Professional Cycle Store,US,SO61211,3/8/2004 0:00,23457.1515
2459,95,Rural Department Store,US,SO61212,3/8/2004 0:00,8070.408
2460,253,Roving Sports,US,SO61213,3/8/2004 0:00,7565.16
2461,238,A Great Bicycle Company,US,SO59009,2/6/2004 0:00,37.254
2462,109,Travel Sports,US,SO59010,2/6/2004 0:00,41011.8955
2463,3,Advanced Bike Components,US,SO59011,2/6/2004 0:00,33872.5575
2464,539,Glossy Bikes,US,SO59012,2/6/2004 0:00,52733.552
2465,75,Paint Supply,US,SO59013,2/6/2004 0:00,30541.146
2466,5,Metropolitan Sports Supply,US,SO59014,2/6/2004 0:00,15380.646
2467,543,Friendly Neighborhood Bikes,US,SO59015,2/6/2004 0:00,1502.976
2468,223,Paints and Solvents Company,US,SO59016,2/6/2004 0:00,17744.274
2469,25,Coalition Bike Company,US,SO59017,2/6/2004 0:00,2109.456
2470,542,Finer Parts Shop,US,SO59021,2/6/2004 0:00,44971.5726
2471,20,Central Discount Store,US,SO59019,2/6/2004 0:00,2077.116
2472,44,Games and Sport Supply Company,US,SO59024,2/6/2004 0:00,5047.614
2473,400,Local Sales and Rental,US,SO59025,2/6/2004 0:00,1047.756
2474,674,Discount Tours,US,SO59026,2/6/2004 0:00,2771.334
2475,277,The Bicycle Accessories Company,US,SO59049,2/6/2004 0:00,2227.386
2476,604,Sellers of Cycles,US,SO59050,2/6/2004 0:00,5475.534
2477,39,Fitness Hotel,US,SO59051,2/6/2004 0:00,404.664
2478,609,Good Toys,US,SO59046,2/6/2004 0:00,559.23
2479,368,Elemental Sporting Goods,US,SO59035,2/6/2004 0:00,6221.874
2480,165,Third Bike Store,US,SO59036,2/6/2004 0:00,1715.562
2481,648,Small Bike Shop,US,SO59029,2/6/2004 0:00,19932.4506
2482,308,Rugged Bikes,US,SO59031,2/6/2004 0:00,46448.562
2483,467,The Cycle Store,US,SO59039,2/6/2004 0:00,149.874
2484,454,Sleek Bikes,US,SO59040,2/6/2004 0:00,44859.9678
2485,182,Another Bicycle Company,US,SO58961,2/6/2004 0:00,55710.618
2486,254,Safe Cycles Shop,US,SO58963,2/6/2004 0:00,77485.7826
2487,72,Outdoor Equipment Store,US,SO58950,2/6/2004 0:00,71225.9555
2488,579,Riders Company,US,SO58970,2/6/2004 0:00,27952.7482
2489,38,Finer Mart,US,SO58966,2/6/2004 0:00,2321.262
2490,90,Sales and Supply Company,US,SO58974,2/6/2004 0:00,34756.5284
2491,187,Trailblazing Sports,US,SO58975,2/6/2004 0:00,33623.778
2492,59,Locks Company,US,SO58977,2/6/2004 0:00,10074.06
2493,23,Bike World,US,SO58992,2/6/2004 0:00,3768.12
2494,627,Exchange Parts Inc.,US,SO58993,2/6/2004 0:00,27721.368
2495,509,Fun Toys and Bikes,US,SO58979,2/6/2004 0:00,21423.324
2496,477,Quitting Business Distributors,US,SO58987,2/6/2004 0:00,9709.998
2497,649,Sports Products Store,US,SO58988,2/6/2004 0:00,4878.75
2498,675,Bike Goods,US,SO58989,2/6/2004 0:00,6632.886
2499,624,First Cycle Store,US,SO58995,2/6/2004 0:00,35834.142
2500,418,Good Bike Shop,US,SO58996,2/6/2004 0:00,35390.406
2501,417,Genuine Bike Shop,US,SO58998,2/6/2004 0:00,356.898
2502,379,Fad Outlet,US,SO58999,2/6/2004 0:00,1142.856
2503,472,Summer Sports Place,US,SO59005,2/6/2004 0:00,16.272
2504,563,Systematic Sales,US,SO57172,1/7/2004 0:00,6037.44
2505,399,Big Cycle Mall,US,SO57173,1/7/2004 0:00,3588.678
2506,607,Maintenance and Repair for Bicycles,US,SO57174,1/7/2004 0:00,5721.768
2507,495,Tough and Reliable Parts,US,SO57175,1/7/2004 0:00,1020.594
2508,557,Purchase Mart,US,SO58903,2/6/2004 0:00,3614.46
2509,128,Demand Distributors,US,SO58904,2/6/2004 0:00,785.958
2510,343,Mail-Order Outlet,US,SO57160,1/7/2004 0:00,28744.962
2511,8,Exemplary Cycles,US,SO57190,1/7/2004 0:00,7405.398
2512,595,Cycle Clearance,US,SO58901,2/6/2004 0:00,1462.836
2513,312,Resale Services,US,SO57144,1/7/2004 0:00,31339.7868
2514,435,Satin Finish Company,US,SO57145,1/7/2004 0:00,44595.3
2515,593,Expert Sports Store,US,SO57146,1/7/2004 0:00,818.7
2516,237,Client Discount Store,US,SO57148,1/7/2004 0:00,5324.208
2517,422,Consolidated Sales,US,SO57149,1/7/2004 0:00,10780.338
2518,669,Racing Bike Outlet,US,SO57151,1/7/2004 0:00,2025.24
2519,493,Valley Bicycle Distributors,US,SO57153,1/7/2004 0:00,6236.76
2520,79,Reasonable Bicycle Sales,US,SO57121,1/7/2004 0:00,51379.3244
2521,645,Superior Hardware Distributors,US,SO57163,1/7/2004 0:00,149.874
2522,540,Guaranteed Sales and Service,US,SO57164,1/7/2004 0:00,15310.32
2523,148,Lots of Bikes Storehouse,US,SO57165,1/7/2004 0:00,158.43
2524,257,Number 1 Supply,US,SO57157,1/7/2004 0:00,30687.702
2525,612,General Associates,US,SO57158,1/7/2004 0:00,1331.802
2526,382,Beneficial Exercises and Activities,US,SO58923,2/6/2004 0:00,37.254
2527,297,Blue-Ribbon Bike Company,US,SO58924,2/6/2004 0:00,26653.374
2528,420,Extreme Riding Supplies,US,SO58919,2/6/2004 0:00,52674.9186
2529,644,Convenient Sales and Service,US,SO58916,2/6/2004 0:00,19078.47
2530,692,Successful Sales Company,US,SO58917,2/6/2004 0:00,6260.85
2531,24,Eastside Department Store,US,SO58909,2/6/2004 0:00,74230.7272
2532,272,Metro Cycle Shop,US,SO58910,2/6/2004 0:00,36336.306
2533,149,Initial Bike Company,US,SO58906,2/6/2004 0:00,43451.7
2534,582,Professional Sales and Service,US,SO58907,2/6/2004 0:00,28421.53
2535,197,Fabrikam Inc. West,US,SO58944,2/6/2004 0:00,35637.129
2536,53,Incomparable Bicycle Store,US,SO58945,2/6/2004 0:00,3333.672
2537,672,Utilitarian Sporting Goods,US,SO58946,2/6/2004 0:00,40971.342
2538,295,Engineered Bike Systems,US,SO58937,2/6/2004 0:00,4557.378
2539,293,Fashionable Bikes and Accessories,US,SO58940,2/6/2004 0:00,15345.36
2540,327,World of Bikes,US,SO58928,2/6/2004 0:00,35758.356
2541,37,Two Bike Shops,US,SO58933,2/6/2004 0:00,1279.29
2542,473,Racing Toys,US,SO58935,2/6/2004 0:00,1414.752
2543,63,Metro Bike Mart,US,SO57118,1/7/2004 0:00,30219.69
2544,558,Retail Sales and Service,US,SO57101,1/7/2004 0:00,2568.882
2545,162,Tire Company,US,SO57102,1/7/2004 0:00,323.994
2546,167,Farthermost Bike Shop,US,SO57085,1/7/2004 0:00,26886.474
2547,697,Brakes and Gears,US,SO57105,1/7/2004 0:00,111498.8739
2548,449,Bike Products and Accessories,US,SO57106,1/7/2004 0:00,1866.858
2549,80,Racks and Security Systems,US,SO57107,1/7/2004 0:00,4291.326
2550,99,Unified Sports Company,US,SO57108,1/7/2004 0:00,338.994
2551,289,Moderately-Priced Bikes Store,US,SO57109,1/7/2004 0:00,5639.352
2552,307,Riding Associates,US,SO57111,1/7/2004 0:00,4424.94
2553,107,Wholesale Bikes,US,SO57112,1/7/2004 0:00,232.692
2554,22,Travel Systems,US,SO57113,1/7/2004 0:00,4465.518
2555,270,Active Transport Inc.,US,SO57114,1/7/2004 0:00,202.332
2556,255,Swift Cycles,US,SO57134,1/7/2004 0:00,32632.896
2557,433,Thorough Parts and Repair Services,US,SO57136,1/7/2004 0:00,86385.831
2558,309,The Gear Store,US,SO57137,1/7/2004 0:00,33951.63
2559,385,Sturdy Toys,US,SO57138,1/7/2004 0:00,25604.634
2560,529,Big-Time Bike Store,US,SO57139,1/7/2004 0:00,5927.946
2561,359,Mechanical Sports Center,US,SO57140,1/7/2004 0:00,583.68
2562,313,Metropolitan Manufacturing,US,SO57142,1/7/2004 0:00,905.88
2563,432,Super Sports Store,US,SO57123,1/7/2004 0:00,4973.772
2564,348,Bold Bike Accessories,US,SO57124,1/7/2004 0:00,2783.988
2565,108,Wheelsets Storehouse,US,SO57125,1/7/2004 0:00,18408.9208
2566,45,Every Bike Shop,US,SO57126,1/7/2004 0:00,25592.358
2567,345,Genial Bike Associates,US,SO57128,1/7/2004 0:00,40829.652
2568,323,Metro Bike Works,US,SO57129,1/7/2004 0:00,805.788
2569,693,Stock Parts and Supplies,US,SO57130,1/7/2004 0:00,28682.652
2570,684,Lease-a-Bike Shop,US,SO57076,1/7/2004 0:00,26696.46
2571,492,Basic Sports Equipment,US,SO57077,1/7/2004 0:00,900.204
2572,9,Tandem Bicycle Store,US,SO57072,1/7/2004 0:00,2639.382
2573,260,Industrial Supplies,US,SO57074,1/7/2004 0:00,37420.698
2574,522,Small Bike Accessories Shop,US,SO57087,1/7/2004 0:00,19598.028
2575,700,Underglaze and Finish Company,US,SO57088,1/7/2004 0:00,29131.936
2576,152,Distance Bikes,US,SO57089,1/7/2004 0:00,672.294
2577,559,Some Discount Store,US,SO57090,1/7/2004 0:00,41.994
2578,378,Grown-up Bike Store,US,SO57091,1/7/2004 0:00,6032.862
2579,667,Traditional Department Stores,US,SO57098,1/7/2004 0:00,4678.2006
2580,605,Outstanding Cycles,US,SO57099,1/7/2004 0:00,53948.321
2581,310,Orange Bicycle Company,US,SO57052,1/7/2004 0:00,417.774
2582,527,Fun Times Club,US,SO57049,1/7/2004 0:00,785.958
2583,97,Mountain Bike Center,US,SO57062,1/7/2004 0:00,62739.666
2584,62,Manufacturers Inc,US,SO57064,1/7/2004 0:00,8436.516
2585,233,Fashionable Department Stores,US,SO57065,1/7/2004 0:00,34114.497
2586,89,Riverside Company,US,SO57060,1/7/2004 0:00,3148.446
2587,18,Catalog Store,US,SO57015,1/7/2004 0:00,33608.064
2588,404,Activity Center,US,SO55313,12/7/2003 0:00,3845.3182
2589,183,This Area Sporting Goods,US,SO55314,12/7/2003 0:00,7556.874
2590,115,Security Racks and Locks Wholesalers,US,SO57025,1/7/2004 0:00,338.994
2591,523,Futuristic Sport Distributors,US,SO55324,12/7/2003 0:00,30989.0704
2592,305,Professional Sporting Goods,US,SO55329,12/7/2003 0:00,1336.23
2593,252,Classic Cycle Store,US,SO55330,12/7/2003 0:00,3430.62
2594,494,Worthwhile Activity Store,US,SO55331,12/7/2003 0:00,31319.184
2595,259,Highway Bike Shop,US,SO57029,1/7/2004 0:00,5562.873
2596,217,City Manufacturing,US,SO57031,1/7/2004 0:00,1001.982
2597,2,Progressive Sports,US,SO57044,1/7/2004 0:00,3510.786
2598,199,Authorized Bike Sales and Rental,US,SO57045,1/7/2004 0:00,49178.526
2599,650,Permanent Finish Products,US,SO57046,1/7/2004 0:00,73196.0007
2600,610,Fitness Department Stores,US,SO57033,1/7/2004 0:00,12.144
2601,328,Totes & Baskets Company,US,SO57034,1/7/2004 0:00,76571.586
2602,77,Mechanical Products Ltd.,US,SO57035,1/7/2004 0:00,2936.898
2603,43,Frugal Bike Shop,US,SO57036,1/7/2004 0:00,37891.884
2604,377,Grand Sport Boutique,US,SO57038,1/7/2004 0:00,5733.2025
2605,207,Lubricant and Grease Suppliers,US,SO57039,1/7/2004 0:00,2679.402
2606,360,Novelty Bikes,US,SO57040,1/7/2004 0:00,2225.622
2607,363,Immense Manufacturing Company,US,SO57041,1/7/2004 0:00,63878.778
2608,258,Quantity Discounts,US,SO57042,1/7/2004 0:00,39988.776
2609,344,Fifth Bike Store,US,SO55318,12/7/2003 0:00,696.582
2610,94,Specialty Sports Store,US,SO55319,12/7/2003 0:00,475.29
2611,292,Grease and Oil Products Company,US,SO55310,12/7/2003 0:00,9679.596
2612,398,Commendable Bikes,US,SO55284,12/7/2003 0:00,3406.77
2613,510,World Bike Discount Store,US,SO55285,12/7/2003 0:00,398.502
2614,253,Roving Sports,US,SO55286,12/7/2003 0:00,3650.598
2615,325,All Cycle Shop,US,SO55273,12/7/2003 0:00,251.964
2616,117,Pedals Warehouse,US,SO55281,12/7/2003 0:00,518.37
2617,599,Westside Plaza,US,SO55282,12/7/2003 0:00,166854.4198
2618,205,Rally Master Company Inc,US,SO55276,12/7/2003 0:00,74984.0098
2619,380,First Department Stores,US,SO55278,12/7/2003 0:00,3257.916
2620,153,Widget Bicycle Specialists,US,SO55279,12/7/2003 0:00,323.994
2621,560,Major Sport Suppliers,US,SO55289,12/7/2003 0:00,158.43
2622,383,Vehicle Shop,US,SO55290,12/7/2003 0:00,75.516
2623,505,Honest Repair Service,US,SO55291,12/7/2003 0:00,37477.1658
2624,459,Parts Shop,US,SO55292,12/7/2003 0:00,24.294
2625,660,Exhilarating Cycles,US,SO55294,12/7/2003 0:00,34169.6584
2626,668,Official Parts Shop,US,SO55295,12/7/2003 0:00,9378.8246
2627,597,All Seasons Sports Supply,US,SO55296,12/7/2003 0:00,2178.54
2628,275,Outdoor Sporting Goods,US,SO55298,12/7/2003 0:00,1946.022
2629,110,Vintage Sport Boutique,US,SO55299,12/7/2003 0:00,54459.504
2630,414,Grand Discount Store,US,SO55301,12/7/2003 0:00,46481.1201
2631,458,Simple Bike Parts,US,SO55304,12/7/2003 0:00,672.294
2632,438,Remarkable Bike Store,US,SO53578,11/7/2003 0:00,10037.9485
2633,53,Incomparable Bicycle Store,US,SO53556,11/7/2003 0:00,4027.2735
2634,44,Games and Sport Supply Company,US,SO53575,11/7/2003 0:00,2183.64
2635,542,Finer Parts Shop,US,SO53576,11/7/2003 0:00,44081.004
2636,223,Paints and Solvents Company,US,SO53582,11/7/2003 0:00,10609.5645
2637,75,Paint Supply,US,SO53583,11/7/2003 0:00,51395.322
2638,20,Central Discount Store,US,SO53584,11/7/2003 0:00,3864.702
2639,674,Discount Tours,US,SO53586,11/7/2003 0:00,2760.444
2640,543,Friendly Neighborhood Bikes,US,SO53587,11/7/2003 0:00,2224.338
2641,25,Coalition Bike Company,US,SO53589,11/7/2003 0:00,1101.282
2642,454,Sleek Bikes,US,SO53590,11/7/2003 0:00,65413.83
2643,39,Fitness Hotel,US,SO53591,11/7/2003 0:00,1020.594
2644,112,Town Industries,US,SO53592,11/7/2003 0:00,4822.896
2645,648,Small Bike Shop,US,SO53580,11/7/2003 0:00,36443.8545
2646,277,The Bicycle Accessories Company,US,SO53598,11/7/2003 0:00,3796.3346
2647,368,Elemental Sporting Goods,US,SO53595,11/7/2003 0:00,6770.298
2648,113,Trendy Department Stores,US,SO53610,11/7/2003 0:00,802.398
2649,695,Responsible Bike Dealers,US,SO53611,11/7/2003 0:00,1915.542
2650,400,Local Sales and Rental,US,SO53612,11/7/2003 0:00,1669.032
2651,109,Travel Sports,US,SO53613,11/7/2003 0:00,43103.322
2652,308,Rugged Bikes,US,SO53605,11/7/2003 0:00,71107.9956
2653,5,Metropolitan Sports Supply,US,SO53607,11/7/2003 0:00,15369.7648
2654,165,Third Bike Store,US,SO53602,11/7/2003 0:00,710.376
2655,604,Sellers of Cycles,US,SO53603,11/7/2003 0:00,8785.932
2656,673,Countryside Company,US,SO55271,12/7/2003 0:00,1768.878
2657,17,Trusted Catalog Store,US,SO55260,12/7/2003 0:00,8267.2584
2658,594,Casual Bicycle Store,US,SO55261,12/7/2003 0:00,29206.992
2659,27,Sports Sales and Rental,US,SO55267,12/7/2003 0:00,109.788
2660,290,Friendly Bike Shop,US,SO55269,12/7/2003 0:00,49863.6814
2661,437,Professional Cycle Store,US,SO55251,12/7/2003 0:00,41875.9836
2662,530,Valuable Bike Parts Company,US,SO55253,12/7/2003 0:00,35856.8745
2663,440,Hobby Store,US,SO55255,12/7/2003 0:00,677.682
2664,670,First Bike Store,US,SO55257,12/7/2003 0:00,67687.3766
2665,3,Advanced Bike Components,US,SO53616,11/7/2003 0:00,69589.2283
2666,470,Wingtip Toys,US,SO53617,11/7/2003 0:00,158.43
2667,490,Extraordinary Bike Works,US,SO53621,11/7/2003 0:00,107106.2094
2668,602,Ultimate Bike Shop,US,SO53622,11/7/2003 0:00,31.584
2669,235,Certified Bicycle Supply,US,SO53623,11/7/2003 0:00,7798.806
2670,98,Superlative Bikes,US,SO53625,11/7/2003 0:00,2263.368
2671,4,Modular Cycle Systems,US,SO55233,12/7/2003 0:00,61119.642
2672,622,Gift and Toy Store,US,SO55238,12/7/2003 0:00,7137.036
2673,125,Immediate Repair Shop,US,SO55239,12/7/2003 0:00,39810.8445
2674,220,Best o' Bikes,US,SO55242,12/7/2003 0:00,3605.214
2675,578,The Bike Shop,US,SO55246,12/7/2003 0:00,105.294
2676,95,Rural Department Store,US,SO55247,12/7/2003 0:00,4764.114
2677,618,Seventh Bike Store,US,SO55248,12/7/2003 0:00,39605.696
2678,475,Real Sporting Goods,US,SO55249,12/7/2003 0:00,51439.4559
2679,182,Another Bicycle Company,US,SO53514,11/7/2003 0:00,58895.433
2680,609,Good Toys,US,SO53515,11/7/2003 0:00,26.724
2681,197,Fabrikam Inc. West,US,SO53499,11/7/2003 0:00,28195.896
2682,672,Utilitarian Sporting Goods,US,SO53500,11/7/2003 0:00,43381.356
2683,675,Bike Goods,US,SO53501,11/7/2003 0:00,1130.952
2684,295,Engineered Bike Systems,US,SO53496,11/7/2003 0:00,4132.854
2685,202,Two-Seater Bikes,US,SO53489,11/7/2003 0:00,1907.256
2686,473,Racing Toys,US,SO53490,11/7/2003 0:00,3483.366
2687,293,Fashionable Bikes and Accessories,US,SO53493,11/7/2003 0:00,23384.652
2688,297,Blue-Ribbon Bike Company,US,SO53474,11/7/2003 0:00,28431.531
2689,644,Convenient Sales and Service,US,SO53469,11/7/2003 0:00,21536.5342
2690,420,Extreme Riding Supplies,US,SO53470,11/7/2003 0:00,60716.6803
2691,692,Successful Sales Company,US,SO53467,11/7/2003 0:00,5696.538
2692,327,World of Bikes,US,SO53480,11/7/2003 0:00,44150.299
2693,37,Two Bike Shops,US,SO53487,11/7/2003 0:00,1466.01
2694,539,Glossy Bikes,US,SO53560,11/7/2003 0:00,56025.522
2695,544,Valley Bicycle Specialists,US,SO53561,11/7/2003 0:00,48717.09
2696,170,Excellent Riding Supplies,US,SO53563,11/7/2003 0:00,81433.1728
2697,179,Fourth Bike Store,US,SO53567,11/7/2003 0:00,30705.439
2698,55,Kickstands and Accessories Company,US,SO53569,11/7/2003 0:00,26823.5505
2699,54,Larger Cycle Shop,US,SO53570,11/7/2003 0:00,63943.8811
2700,163,Sports Merchandise,US,SO53571,11/7/2003 0:00,52347.8685
2701,624,First Cycle Store,US,SO53546,11/7/2003 0:00,33869.946
2702,379,Fad Outlet,US,SO53547,11/7/2003 0:00,4321.224
2703,418,Good Bike Shop,US,SO53548,11/7/2003 0:00,33592.044
2704,382,Beneficial Exercises and Activities,US,SO53549,11/7/2003 0:00,858.9
2705,649,Sports Products Store,US,SO53550,11/7/2003 0:00,10687.854
2706,627,Exchange Parts Inc.,US,SO53551,11/7/2003 0:00,28629.6495
2707,23,Bike World,US,SO53552,11/7/2003 0:00,7586.1975
2708,579,Riders Company,US,SO53526,11/7/2003 0:00,34892.5764
2709,38,Finer Mart,US,SO53522,11/7/2003 0:00,1336.23
2710,254,Safe Cycles Shop,US,SO53518,11/7/2003 0:00,88243.8952
2711,72,Outdoor Equipment Store,US,SO53506,11/7/2003 0:00,106207.0575
2712,557,Purchase Mart,US,SO53537,11/7/2003 0:00,1739.019
2713,59,Locks Company,US,SO53539,11/7/2003 0:00,18320.397
2714,477,Quitting Business Distributors,US,SO53540,11/7/2003 0:00,8048.3355
2715,90,Sales and Supply Company,US,SO53530,11/7/2003 0:00,76689.5586
2716,187,Trailblazing Sports,US,SO53531,11/7/2003 0:00,38783.562
2717,509,Fun Toys and Bikes,US,SO53533,11/7/2003 0:00,26140.218
2718,595,Cycle Clearance,US,SO53451,11/7/2003 0:00,1791.8775
2719,149,Initial Bike Company,US,SO53454,11/7/2003 0:00,40312.42
2720,432,Super Sports Store,US,SO51841,10/7/2003 0:00,32.118
2721,257,Number 1 Supply,US,SO51842,10/7/2003 0:00,44630.4568
2722,582,Professional Sales and Service,US,SO53459,11/7/2003 0:00,30487.968
2723,24,Eastside Department Store,US,SO53460,11/7/2003 0:00,107034.7757
2724,272,Metro Cycle Shop,US,SO53457,11/7/2003 0:00,47320.4244
2725,694,The Accessories Store,US,SO51873,10/7/2003 0:00,326.742
2726,8,Exemplary Cycles,US,SO51874,10/7/2003 0:00,6898.4625
2727,323,Metro Bike Works,US,SO51862,10/7/2003 0:00,4130.982
2728,422,Consolidated Sales,US,SO51864,10/7/2003 0:00,3918.5925
2729,399,Big Cycle Mall,US,SO51867,10/7/2003 0:00,5461.278
2730,495,Tough and Reliable Parts,US,SO51868,10/7/2003 0:00,202.332
2731,152,Distance Bikes,US,SO51854,10/7/2003 0:00,26.724
2732,435,Satin Finish Company,US,SO51856,10/7/2003 0:00,33634.68
2733,255,Swift Cycles,US,SO51836,10/7/2003 0:00,37414.848
2734,343,Mail-Order Outlet,US,SO51838,10/7/2003 0:00,39403.722
2735,313,Metropolitan Manufacturing,US,SO51844,10/7/2003 0:00,5075.0265
2736,312,Resale Services,US,SO51845,10/7/2003 0:00,46469.1971
2737,669,Racing Bike Outlet,US,SO51846,10/7/2003 0:00,971.982
2738,493,Valley Bicycle Distributors,US,SO51848,10/7/2003 0:00,5986.686
2739,529,Big-Time Bike Store,US,SO51849,10/7/2003 0:00,10805.37
2740,63,Metro Bike Mart,US,SO51824,10/7/2003 0:00,53327.3968
2741,345,Genial Bike Associates,US,SO51825,10/7/2003 0:00,55934.058
2742,693,Stock Parts and Supplies,US,SO51826,10/7/2003 0:00,76402.3818
2743,79,Reasonable Bicycle Sales,US,SO51828,10/7/2003 0:00,66070.6925
2744,563,Systematic Sales,US,SO51829,10/7/2003 0:00,10277.01
2745,433,Thorough Parts and Repair Services,US,SO51830,10/7/2003 0:00,112773.4954
2746,45,Every Bike Shop,US,SO51831,10/7/2003 0:00,20403.594
2747,348,Bold Bike Accessories,US,SO51813,10/7/2003 0:00,857.196
2748,385,Sturdy Toys,US,SO51833,10/7/2003 0:00,30591.5715
2749,612,General Associates,US,SO51816,10/7/2003 0:00,5195.85
2750,164,Suburban Cycle Shop,US,SO51792,10/7/2003 0:00,818.7
2751,22,Travel Systems,US,SO51807,10/7/2003 0:00,3669.516
2752,607,Maintenance and Repair for Bicycles,US,SO51808,10/7/2003 0:00,1770.726
2753,309,The Gear Store,US,SO51809,10/7/2003 0:00,44063.001
2754,108,Wheelsets Storehouse,US,SO51810,10/7/2003 0:00,46010.7083
2755,378,Grown-up Bike Store,US,SO51794,10/7/2003 0:00,1323.438
2756,77,Mechanical Products Ltd.,US,SO51795,10/7/2003 0:00,7633.056
2757,449,Bike Products and Accessories,US,SO51796,10/7/2003 0:00,20.394
2758,217,City Manufacturing,US,SO51797,10/7/2003 0:00,31.584
2759,610,Fitness Department Stores,US,SO51798,10/7/2003 0:00,953.628
2760,99,Unified Sports Company,US,SO51799,10/7/2003 0:00,700.878
2761,307,Riding Associates,US,SO51800,10/7/2003 0:00,2675.2002
2762,540,Guaranteed Sales and Service,US,SO51770,10/7/2003 0:00,17237.1686
2763,684,Lease-a-Bike Shop,US,SO51762,10/7/2003 0:00,46799.5222
2764,492,Basic Sports Equipment,US,SO51764,10/7/2003 0:00,1630.53
2765,645,Superior Hardware Distributors,US,SO51765,10/7/2003 0:00,2753.988
2766,270,Active Transport Inc.,US,SO51743,10/7/2003 0:00,2698.176
2767,97,Mountain Bike Center,US,SO51745,10/7/2003 0:00,73439.2886
2768,62,Manufacturers Inc,US,SO51746,10/7/2003 0:00,5467.248
2769,233,Fashionable Department Stores,US,SO51748,10/7/2003 0:00,53958.6922
2770,9,Tandem Bicycle Store,US,SO51758,10/7/2003 0:00,1301.826
2771,134,Budget Bike Company,US,SO51759,10/7/2003 0:00,672.294
2772,260,Industrial Supplies,US,SO51760,10/7/2003 0:00,45750.873
2773,605,Outstanding Cycles,US,SO51789,10/7/2003 0:00,64297.4719
2774,667,Traditional Department Stores,US,SO51790,10/7/2003 0:00,15242.589
2775,697,Brakes and Gears,US,SO51783,10/7/2003 0:00,107930.2984
2776,558,Retail Sales and Service,US,SO51784,10/7/2003 0:00,7407.696
2777,167,Farthermost Bike Shop,US,SO51773,10/7/2003 0:00,35830.4428
2778,700,Underglaze and Finish Company,US,SO51775,10/7/2003 0:00,38552.687
